,0
40,"['De voorraad aan mondkapjes in Nederland is beperkt, maar toch willen sommigen ze graag gebruiken. Kan je mondkapjes eigenlijk hergebruiken? En zo ja ...']"
41,"['In de oorlog tegen corona is de aandacht wekenlang vooral uitgegaan naar tekorten aan beademingspompen, mondkapjes en slaapmedicatie. Maar ook op het ...']"
42,['In de nieuwe rubriek \'Dominique Duikt in de Data\' laat datajournalist Dominique Voss zien wat er allemaal verandert in coronatijden. Vandaag: Nederland stuurt ...']
43,"['Niet alleen bouwbedrijven, ook bouw- en installatieopleidingen kampen met de gevolgen van de coronacrisis. Praktijklessen gaan niet door, leerlingen worden ...']"
44,['Plus: Blijkbaar lukt het ondanks de isolatie onvoldoende de kwetsbaren te beschermen.']
45,['Het aantal nieuwe sterfgevallen door corona in Frankrijk blijft een dalende tendens vertonen. In de Franse ziekenhuizen en verzorgingsinstellingen overleden ...']
46,['Voorlopig blijven we nog enkele weken in ons kot. Maar hoe zal ons land eruitzien zodra deze periode een lang vervlogen herinnering is? Zal ze haar sporen ...']
47,"['Een securitytest van de \'corona-apps\' die deze week door de overheid werden geselecteerd heeft meerdere kwetsbaarheden opgeleverd, waaronder het ...']"
48,"['Dit gaat helemaal de mist in. Denkt Marieke Dols uit Schagen, als ze minister-president Rutte op 15 maart hoort verkondigen dat het maatschappelijk leven s...']"
49,"['De meeste profs zitten door de coronacrisis al weken thuis, maar de spelers van Wuhan Zall hebben een ware omzwerving achter de rug.']"
50,['Het aantal in het ziekenhuis opgenomen coronapatiënten is in het afgelopen etmaal toch weer iets gestegen.']
51,"['Het maakt niet uit of je jong of oud bent, Het maakt niet uit waar je in je dagelijkse leven mee bezig bent. Iedereen van ons heeft met de gevolgen van het virus ...']"
52,"['Schoonmaker mag in deze coronacrisis gerust een vitaal beroep genoemd worden. Juist nu is reinheid in seniorencomplexen, waar besmettingen op de loer…']"
53,['Ineens is de gemoedelijke Limburgse gemeente Peel en Maas een brandhaard in de Nederlandse corona-epidemie. Het sterftecijfer is tot vier keer zo hoog als ...']
54,"['De cijfers van de zwaarst getroffen landen door corona, ...']"
55,['Ze zijn een symbool van socialistische solidariteit én een bron van dollars: de bekwame artsen die Cuba al jaren de wereld instuurt. Sinds het coronavirus ...']
56,['Twee maanden geleden waarschuwde de Voedsel- en Landbouworganisatie van de Verenigde Naties (FAO) voor een humanitaire ramp in Oost-Afrika.']
57,['Defensie-anesthesioloog Michel Los (56) hoorde bij de eerste honderd coronapatiënten van ons land. Nadat hij tweeënhalve week goed ziek was en zich ...']
58,['In Nederland leiden de coronabeperkingen tot discussies tussen zij die de regels zeer strikt naleven en zij die de regels wat rekkelijker opvatten. Wat zegt die ...']
59,"['Het is zondag 19 april. Terwijl we uitbundig de lente en de bevrijding zouden moeten vieren, blijven we met z\'n allen zo veel mogelijk thuis. Misschien - heel ...']"
60,"['Hoewel het dodental in Limburg als gevolg van corona afgelopen weekend de grens van vijfhonderd is gepasseerd, zet zich de neergaande lijn door van het ...']"
61,['Op deze lenteachtige zondag is er relatief goed nieuws te melden over het aantal opgenomen patiënten op de diverse intensive care-afdelingen van de ...']
62,"['Werkgevers, winkeliers en anderen mogen straks niet van hun personeel, klanten of bezoekers eisen dat ze de corona-app gebruiken waaraan het kabinet ...']"
63,['Mogen de kroegen weer open? Gaan de deuren van de scholen van het slot? En kunnen theaters en musea weer mensen ontvangen? Aanstaande dinsdag ...']
64,"['De sportschool, voetbal of zwemmen, sinds de uitbraak van het coronavirus kan het allemaal niet meer. Toch willen veel mensen blijven sporten om fit te blijven.']"
65,"['Dit is ons liveblog over het coronavirus. Hier melden we alle ontwikkelingen rond het virus, in Gelderland en wat verder belangrijk is om te weten voor jou.']"
66,['Veel kleine boerencampings zijn leeg en de inkomsten zijn tot nul gereduceerd. De coronamaatregelen hebben ook de \'kampeerboeren\' hard getroffen.']
67,['Het RIVM komt met nieuwe cijfers waarbij het aantal overleden coronapatiënten in de gemeente Apeldoorn in kaart is gebracht.']
68,['In totaal zijn in Limburg tot nu toe 3.482 mensen positief getest op besmetting met het coronavirus. Zeker 1.411 Limburgers zijn opgenomen (geweest) in het ...']
69,['In Pelt in Limburg is er gisterenavond een 5G-zendmast van Proximus in brand gestoken.']
70,"['TNO, TU Delft en de Universiteit Leiden maken onderdeel uit van een consortium dat een corona-app aan het ontwikkelen is. De nieuwe toepassing moet het ...']"
71,"['Het is een ongewoon gezicht: op een plek waar normaal gesproken kinderen spelen, zetten nu tientallen Rotterdamse vrijwilligers spatmaskers in elkaar voor ...']"
72,"['In Zweden kiest de overheid voor een andere aanpak van het coronavirus dan in Nederland en andere landen. Het openbare leven is niet stilgelegd, de ...']"
73,"['Wereldwijd zijn al 158.000 doden gevallen door het coronavirus, maar het sterftecijfer in de VS is in dalende lijn. Lady Gaga en andere muzieksterren halen 128 ...']"
74,['Daling aan mensen dat denkt zelf besmet te zullen worden.']
75,['De veiligheidsregio\'s zwaaien bij de bestrijding van het coronavirus de scepter over de openbare orde. In Zaanstreek-Waterland voelt Jaspert …']
76,['Het coronavirus houdt de sportwereld nog altijd in een ijzeren greep. Lees in ons liveblog al het sportgerelateerde coronanieuws.']
77,['In de aanloop naar de coronacrisis liet Boris Johnson vijf keer op rij verstek gaan bij crisisberaad waar de epidemie werd besproken. Ook negeerde de Britse ...']
78,['Eerder berichtten we al dat één van die zeven corona-apps ...']
79,['Gynaecologen maken alle belangrijke mijlpalen in het leven mee: geboortes en zwangerschappen maar ook slechtnieuwsgesprekken. Annemiek Nap (46) ...']
80,"['Het is zondag 19 april. Terwijl we uitbundig de lente en de bevrijding zouden moeten vieren, blijven we met z\'n allen zo veel mogelijk thuis. Misschien - heel ...']"
81,"['Preventie moet een cruciaal aspect zijn in de reactie van onze gezondheidszorg op de coronapandemie. Zowel om de verspreiding van het virus te voorkomen, ...']"
82,"['De provincie Drenthe geeft de Brede Overleggroep Kleine Dorpen (BOKD) 17.000 euro extra subsidie voor hulp aan bewonersinitiatieven, dorpen en ...']"
83,['Er zijn concerten die wel doorgaan in tijden van corona: de carillonbespelingen. In Middelstum luisterden zondagmiddag zo\'n 50 mensen naar het ...']
84,['RAAMSDONK - Hoe is het om op te groeien in West-Brabant? Waar houden jongeren zich mee bezig? We laten hen op deze plek aan het woord. Vandaag ...']
85,['ARNHEM/ DOETINCHEM - De kans op een natuurbrand op de Veluwe of in de Achterhoek is kleiner dan normaal als gevolg van het coronavirus.']
86,"['Brandende zendmasten, verontrustende facebookberichten en supersnel internet. Het 5G-netwerk komt er aan, en het maakt nogal wat los. Tijd om zin en onzin ...']"
87,"['Bij elkaar komen voor een praatje en een kopje koffie, samen sjoelen of bingo spelen. Voor de corona-uitbraak was dat de normaalste zaak van de wereld voor ...']"
88,"['Peter van Uhm, voormalig commandant der strijdkrachten, is mede ondertekenaar van het pamflet: No country is safe, until every country is safe. Samen met...']"
89,"['Zoals bekend kan het coronavirus ook worden overgedragen via je ontlasting. Dat bracht ABC er toe om Dr. Norman Swan, een Australische deskundige, ...']"
90,['De quarantaine vanwege het coronavirus krijgt neveneffecten op de Spoedeisende hulp (SEH) in deze regio. Bij enkele ziekenhuizen ziet men een stijging van ...']
91,['De familie Abel zag in september 2018 hun woonhuis en restaurant in Poortugaal in vlammen opgaan. Een grote brand liet niets meer heel van het pand aan de ...']
92,['In dit liveblog houden we de ontwikkelingen rond het coronavirus bij. Bekijk hier het liveblog van zaterdag 18 april. • Klik op \'bekijk belangrijke...']
93,['VideoWESTENDORP - Akke en Tess Hakvoort uit Westendorp stapten op 14 februari op het vliegtuig naar Nieuw-Zeeland. Niet wetende dat hun rondreis ...']
94,"['Cardiologen van het Radboudumc zijn een groot onderzoek gestart naar de behandeling van coronapatiënten, met een medicijn tegen hoge bloeddruk.']"
95,['In dit liveblog houden we de ontwikkelingen rond het coronavirus bij. Bekijk hier het liveblog van zaterdag 18 april. • Klik op \'bekijk belangrijke...']
96,['Het spoorwegpersoneel is boos over de vakantieregeling die de NMBS heeft ingevoerd tijdens de coronacrisis. “Nu worden mensen verplicht om in quarantaine ...']
97,['Ook in onze gemeente heeft het coronavirus om zich heen gegrepen en meerder mensen in het ziekenhuis doen belanden. Elders in de Nivo het verhaal van ...']
98,['“Als die venijnige / ijzerenheinige / virusjes die je niet ziet / als die rondhoppende / in de war schoppende / piepkleine stukjes verdriet / weg zullen kwijnen / en ...']
99,"['Het coronavirus eist jammer genoeg ook jonge levens. Amper 55 jaar oud was Krist Vanden Broucke uit Hulste, maar vanmorgen is ook hij na een wekenlange ...']"
