,0
37,['Veel mensen willen nu graag hun kwetsbare buren helpen met dingen die zij nu niet meer kunnen of durven uit angst besmet te raken met het coronavirus.']
38,['Premier Mark Rutte bestrijdt de suggestie dat het kabinet sinds het begin van de coronacrisis te weinig oog heeft gehad voor de verdeling van ...']
39,['Het wordt gezien als een van de beste wedstrijden ooit op een WK voetbal: het duel tussen Italië en Brazilië op de mondiale eindronde van 1982. De rivalen van ...']
"40,""['We worden - als het goed is - gevormd, gevoed en gesteund door onze familie en directe omgeving. Hoe zie jij dat, wil journalist Nancy Ubert weten. Ze spre...']"""
41,['André Hazes schalde woensdag over de corona-intensive care in ziekenhuis Tjongerschans. Een fan verhuisde naar de gewone corona-afdeling.']
"42,""['Sahar Tabar, de 22-jarige Instagramster die bekendstaat als de \'Iraanse Angelina Jolie-lookalike\', ligt aan de beademing in het ziekenhuis nadat ze in de ...']"""
"43,""['Van de 660 ingediende voorstellen voor corona-apps, mogen zeven deelnemen aan de appathon die het Rijk vanaf morgen organiseert. Maar liefst 67 experts ...']"""
"44,""['Nu we massaal binnen zitten, rolt de ene na de andere tekening van de keukentafel. Koelkasten worden ermee volgehangen. Mama\'s en papa\'s, oma\'s en opa\'s ...']"""
45,['Het officiële dodental door de uitbraak van het coronavirus in het Verenigd Koninkrijk is met 888 gestegen naar 15.464. Het gaat om mensen die overleden in ...']
"46,""['Na een tijdje bellen geeft Constant Driesen (69) uit Schagen de telefoon weer aan echtgenote Ineke Bakker. Diepe kuch. De koek is op. ,,Maar ik ben er nog.']"""
"47,""['Door de corona-crisis is er minder verkeer en minder uitstoot door de industrie. Dat zorgt voor positieve effecten op de stikstofuitstoot, mogelijk is dat bruikbaar ...']"""
48,['Corona slaat ongenadig hard toe bij de doelgroep die er het minst van begrijpt: mensen met dementie. Op verpleegafdelingen in de regio overlijdt soms een ...']
49,['Over een paar dagen hopen ze elkaar eindelijk weer in de armen te kunnen vallen. Na Niels\' (49) verblijf op de ic moeten hij en zijn vrouw Joyce (44) ook thuis ...']
50,['Hoe kun je nog demonstreren in tijden van corona? De klimaatactivisten van Extinction Rebellion bedachten een oplossing. Ze lieten zich vrijdag op ...']
51,['In onze tweewekelijkse podcast Stamcafé Het Noorden blikt journalist Bas van Sluis terug op zijn verblijf op de corona-afdeling van het Wilhelmina ziekenhuis in ...']
"52,""['Etiquette-specialist Beatrijs Ritsema beantwoordt elke week prangende vragen over hoe het hoort, of juist niet.']"""
53,['Ruim veertig slachtoffers in een paar weken tijd en een groot aantal mensen doodziek in het ziekenhuis en verpleeghuizen. Zwartewaterland is keihard ...']
54,['HAARLO - Ze maakt foto\'s die raken. Mensenmensfotograaf Erika Klein Kranenbarg brengt in beeld hoe gewone Berkellanders thuis in isolatie de coranacrisis ...']
55,['In dit liveblog houden we de ontwikkelingen rond het coronavirus bij. Bekijk hier het liveblog van vrijdag 17 april. • Klik op \'bekijk belangrijke ...']
56,['Als eerste ziekenhuis in Friesland hervat het Antonius Ziekenhuis in Sneek geleidelijk de noodzakelijke poliklinische zorg. In dit overzicht lees je de ...']
57,['De nieuwe datums voor sportevenementen vliegen je momenteel om de oren. Het is soms moeilijk bij te houden. Hoe ziet de rest van het jaar er nu uit per sport ...']
58,['Zweden gaat het testen op het coronavirus intensiveren. Het Scandinavische land hanteert tot dusver veel soepeler regels in de strijd tegen de infectieziekte ...']
59,['Het drinken van alcohol kan zorgen voor een lagere weerstand en daarmee de kans op corona verhogen. Dat stelt de WHO deze week in een nieuw rapport ...']
"60,""['Al sinds het coronavirus in Nederland neerstreek, worden we gebombardeerd met cijfers, grafieken en tabellen. Maar wat vertellen die cijfers ons nou...']"""
61,['Zaterdag presenteren de zeven bedrijven en organisaties die zijn doorgedrongen tot de voorselectie van het voor de overheid ontwikkelen van een corona-app ...']
"62,""['De gewone stroom opdrachten ligt vrijwel stil, gelukkig kan fotograaf Jacob van Essen op pad voor Historisch Centrum Leeuwarden. Hij brengt de gemeente in ...']"""
63,['De rechtszaak van Meghan Markle tegen de Britse tabloids gaat gewoon door. De eerste hoorzitting vindt ondanks de coronacrisis volgende week vrijdag 24 ...']
"64,""['Corona is \'typisch een ziekte van de globalisering\', zegt Frank Snowden, medisch historicus van Yale. Waarom pleit hij dan voor meer internationale...']"""
65,['Er wordt weleens geschamperd over het \'alternatieve circuit\'. Maar na een paar fikse depressies vond Nils Elzenga (39) daar pas echt wat hij nodig ...']
"66,""['Als hij nog had geleefd, was mijn grootvader Rodrigo deze maand 120 jaar geworden. Het was mijn moeder die me hieraan deze week tijdens een videose...']"""
"67,""['Korte updates van het nieuws over medisch, economie, politiek en onderzoek naar het medicijn tegen corona. Blijf op de hoogte van het laatste coronanieuws ...']"""
"68,""['De klantenservice van de NS krijgt vanwege de coronacrisis topdrukte te verduren, meldt het bedrijf.']"""
69,['Het coronavirus houdt de sportwereld nog altijd in een ijzeren greep. Lees in ons liveblog al het sportgerelateerde coronanieuws.']
70,['[VOORTHUIZEN] \'Onrustige koortsdromen overvallen mij\'. Zo begint het e-boek Zuurstof dat Liz Berghuis uit Voorthuizen de afgelopen weken schreef. Het zijn ...']
"71,""['Het is voorlopig klaar met friet van Piet in Benidorm. De massa\'s toeristen die jaarlijks de Spaanse costa\'s bezoeken, blijven dit jaar thuis. En dat blijft de ...']"""
"72,""['DOETINCHEM - Trainers in het amateurvoetbal die door het coronavirus hun cursus niet hebben af kunnen maken, krijgen van de KNVB dispensatie voor het ...']"""
73,['Sam Smith laat weten dat hij symptomen van Covid-19 kreeg nog voordat het Verenigd Koninkrijk maatregelen had genomen tegen de verspreiding van het ...']
"74,""['Alle rijbewijzen die zijn verlopen of zullen verlopen in de periode vanaf 16 maart, blijven geldig tot 1 juni 2020. Dat schrijft de minister vandaag in een brief aan ...']"""
"75,""['Hij treedt met zijn band door heel Europa en zelfs daarbuiten op, tijdens de feesten van de superrijken. De buitenwereld leerde hem een maand geleden, niet ...']"""
76,['De Twentse ziekenhuizen MST en ZGT zijn tevreden over het aantal deelnemers dat de corona check app gebruikt. De ziekenhuizen lanceerden de app tien ...']
"77,""['Het aantal sterfgevallen ten gevolge van corona lijkt af te nemen, zo laten cijfers van het RIVM zien. Op basis van de recente weekcijfers van het CBS is dat nog ...']"""
78,['De Duitse corona-app is op zijn vroegst vanaf mei beschikbaar voor alle Duitsers. Dat heeft de minister van Gezondheid Jens Spahn vrijdag bekendgemaakt.']
79,['Dit weekend doen zeven bedrijven mee aan de zogeheten \'appathon\' van het ministerie van Volksgezondheid om de corona-apps te testen. Sander de Vries ...']
80,['Werkgeversorganisaties MKB-Nederland en VNO-NCW dringen in een brief aan de fractievoorzitters in de Tweede Kamer aan op snelle invoering van de Wet ...']
81,['Nieuws | de redactie. 17 april 2020 | ICT-lectoren uit het hele land uiten grote zorgen met betrekking tot het voorstel voor de ontwikkeling van de corona-apps.']
"82,""['Ook uit CBS-cijfers blijkt dat corona relatief meer sterfte in Limburgse plattelandsgemeenten veroorzaakt. GGD, CBS noch RIVM heeft een verklaring.']"""
83,['Het is geen verrassing dat de Drentse toeristensector hard geraakt wordt door de corona-maatregelen. Uit nieuw onderzoek van Marketing Drenthe blijkt dat ...']
84,['In deze moeilijke tijd wil je het liefst samen zijn met elkaar. Maar helaas is dat niet altijd mogelijk. Kinderen mogen niet meer langs opa en oma en even gezellig ...']
85,['Bijna de helft (47 procent) van de Nederlanders is voorstander van het gebruik van een corona-app van de overheid.']
86,['Cobouw-journalist Marije de Leeuw praat u kort bij over de laatste ontwikkelingen op het gebied van corona en de effecten van het hardnekkige virus op...']
87,['Artsen zonder Grenzen is gestopt met reddingsoperaties voor de Libische kust omdat de hulporganisatie migranten niet meer in veiligheid kan brengen...']
88,['Ondernemers in het MKB maken gretig gebruik van de verschillende noodsteunregelingen vanwege de coronacrisis. Ongeveer 70% van de ondernemers ...']
89,['In de podcast De Roomse Loper praten Trouw-redacteur Stijn Fens en Vaticaankenner Christian van der Heijden u om de twee weken bij over de stand va...']
"90,""['De GGD opent volgende week een nieuwe corona-teststraat in Harderwijk, waar vijftig testen per dag kunnen worden gedaan. Sinds de opening van de ...']"""
"91,""['Bert Duizer richt zich met zijn Gorinchemse administratiekantoor op een bijzondere doelgroep: DJ´s, producers en andere kleine zelfstandigen in de muziek- en ...']"""
92,['Kamervoorzitter Khadija Arib kondigde vorige week aan dat de Tweede Kamer weer vaker gaat vergaderen. Ook andere onderwerpen dan corona komen op de ...']
93,['Een op de drie op corona geteste medewerkers van het Dijklander Ziekenhuis in Hoorn en Purmerend blijkt met het virus besmet of besmet te zijn geweest. In ...']
94,['De New Yorkse gouverneur beklaagde zich vrijdagavond over de wijze waarop president Trump de corona-uitbraak bestrijdt.']
95,['ENSCHEDE - Wat maakt u in uw atelier of hobby-kamer rond het thema coronacrisis? In deze serie laten we een selectie van de inzendingen zien.']
"96,""['Een corona-app is prima inzetbaar bij het traceren van besmettingen. Alleen, stel deze niet verplicht en zie hem puur als een hulpmiddel dat naast alle andere ...']"""
"97,""['Nu vrijwel alle kerken door het coronavirus zijn gesloten of diensten hebben zonder kerkgangers, is de belangstelling voor Kerkomroep.nl verviervoudigd.']"""
"98,""['Het aantal doden en ziekenhuisopnames als gevolg van het coronavirus blijft stijgen, maar de laatste cijfers van gisteren waren al minder erg dan de dag ervoor ...']"""
"99,""['Weerbare economie: Het was te verwachten, maar de bevestiging kwam deze week toch als een schok: de wereldeconomie gaat op dit moment door haar ...']"""
